Transaction ID,Posting Date,Effective Date,Transaction Type,Amount,Check Number,Reference Number,Description,Transaction Category,Type,Balance,Memo,Extended Description
,2/11/2021,,Debit,-10.88,,33990977,Harbor Freight Tools,Home Supplies,Debit Card,25.32,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,2/11/2021,,Debit,-62.06,,33990976,Harbor Freight Tools,Home Supplies,Debit Card,36.2,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,2/10/2021,,Credit,60,,33990975,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,98.26,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,2/10/2021,,Debit,-30,,33990926,Online banking Withdrawal Transfer to LXX00 - Internet Access 02/09/2021 23:02 XX9717:,Transfers,Transfer,38.26,,Online banking Withdrawal Transfer to L0100 - Internet Access 02/09/2021 23:02 529717:
,2/10/2021,,Credit,20,,33990925,Online banking Deposit Transfer from SXX00 - Internet Access 02/09/2021 23:01 XX9715:,Deposits,Transfer,68.26,,Online banking Deposit Transfer from S0000 - Internet Access 02/09/2021 23:01 529715:
,2/9/2021,,Debit,-35.7,,33990974,Amazon,Shopping,,48.26,,Bill payment Withdrawal AMAZON.COM*VN0MO79A3 4816 SEATTLE WA
,2/9/2021,,Debit,-36.19,,33990973,Digi-key Electronics,Electronics & Equipment,Debit Card,83.96,,Debit Card purchase DKC*DIGI KEY CORP 5065 800-344-4539 MN
,2/7/2021,,Debit,-27.48,,33990972,Lowe's,Home Supplies,Debit Card,120.15,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,2/7/2021,,Debit,-66.18,,33990971,Amazon,Shopping,,147.63,,Bill payment Withdrawal AMAZON.COM*SO5PF6B53 4816 SEATTLE WA
,2/6/2021,,Credit,140,,33990970,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,213.81,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,2/3/2021,,Debit,-7.72,,33990924,McDonald's,Restaurants & Dining,Debit Card,73.81,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,2/2/2021,,Debit,-8.21,,33990923,Taco Bell,Restaurants & Dining,Debit Card,81.53,,Debit Card purchase TACO BELL 26760 5814 SANTA FE NM
,2/1/2021,,Debit,-38.97,,33990922,The Home Depot,Home Supplies,Debit Card,89.74,,POS Card purchase THE HOME DEPOT #3503 5200 952 RICHARDS AVE. SANTA FE NM
,2/1/2021,,Debit,-48.1,,33990969,Lowe's,Home Supplies,Debit Card,128.71,,POS Card purchase LOWES MARK 5542 930 N RIVERSIDE DR ESPANOLA NM
,2/1/2021,,Credit,175,,33990968,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,176.81,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,1/31/2021,,Debit,-5.34,,33990921,Youtube Premium,Entertainment,,1.81,,Bill payment Withdrawal GOOGLE *YOUTUBE MEMBER 5968 650-253-0000 CA
,1/29/2021,,Debit,-7.61,,33990967,Disney Plus,Entertainment,,7.15,,Bill payment Withdrawal DISNEYPLUS 5815 888-9057888 CA
,1/29/2021,,Debit,-8.68,,33990920,Panda Express,Restaurants & Dining,Debit Card,14.76,,Debit Card purchase PANDA EXPRESS 862 5814 SANTA FE NM
,1/29/2021,,Debit,-26.4,,33990966,PUYE CLIFFS WELCOME CENT 5542 ESPANOLA NM,Travel & Commute,Debit Card,23.44,,Debit Card purchase PUYE CLIFFS WELCOME CENT 5542 ESPANOLA NM
,1/29/2021,,Debit,-60.41,,33990919,Market Street,Groceries,Debit Card,49.84,,Debit Card purchase MARKET STREET 927 5411 SANTA FE NM
,1/29/2021,,Debit,-18.86,,33990965,El Parasol,Restaurants & Dining,Debit Card,110.25,,Debit Card purchase EL PARASOL 5812 ESPANOLA NM
,1/28/2021,,Debit,-5.39,,33990918,Starbucks,Restaurants & Dining,Debit Card,129.11,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,1/26/2021,,Debit,-15.76,,33990917,Amazon Digital Services,Entertainment,Debit Card,134.5,,Debit Card purchase AMAZON DIGIT*9H4JW6733 5818 AMZN.COM/BILL WA
